,Name,UniqeIdentifier,No.,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
463,Koraidon,1007koraidonOrichalcum Pulse9,1007,koraidon,100,135,115,85,100,135,270,220,315,250,185,fighting,dragon,Orichalcum Pulse,9,Type Change,Yes,9,0.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0,2.5,303.0,3,0,6400,Slow,0,1,1,0
464,Krabby,98krabbyHyper Cutter1,98,krabby,30,105,90,25,25,50,155,75,145,195,50,water,,Hyper Cutter,3,Stats Affected,Yes,1,50.2,49.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,6.5,225,50,2560,Medium Fast,0,0,0,0
465,Kricketot,401kricketotShed Skin4,401,kricketot,37,25,41,25,41,25,50,50,119,66,66,bug,,Shed Skin,3,Miscellaneous,No,4,50.0,50.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3,2.2,255,50,1920,Medium Slow,0,0,0,0
466,Kricketune,402kricketuneSwarm4,402,kricketune,77,85,51,55,51,65,150,120,179,136,106,bug,,Swarm,3,Conditional Power Boosts,Yes,4,50.0,50.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,25.5,45,50,1920,Medium Slow,0,0,1,0
467,Krokorok,552krokorokIntimidate5,552,krokorok,60,82,45,45,45,74,156,119,150,127,90,ground,dark,Intimidate,3,Stats Affected,No,5,50.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,1.0,33.4,90,50,2560,Medium Slow,0,0,0,0
468,Krookodile,553krookodileIntimidate5,553,krookodile,95,117,80,65,70,92,209,157,245,197,135,ground,dark,Intimidate,3,Stats Affected,No,5,50.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,1.5,96.3,45,50,2560,Medium Slow,0,0,1,0
469,Kubfu,891kubfuInner Focus8,891,kubfu,60,90,60,53,50,72,162,125,170,150,103,fighting,,Inner Focus,3,Miscellaneous,Yes,8,88.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.6,12.0,3,50,15360,Slow,0,1,0,0
470,Kyogre,382kyogreDrizzle3,382,kyogre,100,100,90,150,140,90,190,240,330,190,290,water,,Drizzle,3,Weather,Yes,3,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.5,352.0,3,0,15360,Slow,1,1,1,0
471,Kyurem,646kyuremPressure5,646,kyurem,125,130,90,130,90,95,225,225,305,220,220,dragon,ice,Pressure,3,Stats Affected,No,5,0.0,0.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,325.0,3,0,15360,Slow,0,1,1,0
472,Lairon,305laironSturdy3,305,lairon,60,90,140,50,50,40,130,90,250,230,100,steel,rock,Sturdy,3,Damage Modification,No,3,50.2,49.8,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.9,120.0,90,35,4480,Slow,0,0,0,0
473,Lampent,608lampentFlash Fire5,608,lampent,60,40,60,95,60,55,95,150,180,100,155,ghost,fire,Flash Fire,3,Conditional Power Boosts,Yes,5,50.0,50.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,0.6,13.0,90,50,2560,Medium Slow,0,0,0,0
474,Landorus,645landorusSand Force5,645,landorus,89,125,90,115,80,101,226,216,259,215,195,ground,flying,Sand Force,5,Weather,Yes,5,100.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,68.0,3,90,15360,Slow,0,1,1,0
475,Lanturn,171lanturnVolt Absorb2,171,lanturn,125,58,58,76,76,67,125,143,259,116,152,water,electric,Volt Absorb,3,Healing,Yes,2,50.0,50.0,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.2,22.5,75,50,2560,Slow,0,0,1,0
476,Lapras,131laprasWater Absorb1,131,lapras,130,85,80,85,95,60,145,145,305,165,180,water,ice,Water Absorb,3,Healing,Yes,1,50.0,50.0,1.0,1.0,0.0,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.5,220.0,45,50,5120,Slow,0,0,1,0
477,Larvesta,636larvestaFlame Body5,636,larvesta,55,85,55,50,55,60,145,110,165,140,105,bug,fire,Flame Body,3,Status Affected,No,5,50.0,50.0,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,1.1,28.8,45,50,5120,Slow,0,0,0,0
478,Larvitar,246larvitarGuts2,246,larvitar,50,64,50,45,50,41,105,86,150,114,95,rock,ground,Guts,3,Conditional Power Boosts,Yes,2,50.0,50.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.6,72.0,45,35,5120,Slow,0,0,0,0
479,Latias,380latiasLevitate3,380,latias,80,80,90,110,130,110,190,220,300,170,240,dragon,psychic,Levitate,3,Type Advantage and Manipulation,No,3,0.0,100.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.4,40.0,3,90,15360,Slow,1,1,1,0
480,Latios,381latiosLevitate3,381,latios,80,90,80,130,110,110,200,240,270,170,240,dragon,psychic,Levitate,3,Type Advantage and Manipulation,No,3,100.0,0.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,60.0,3,90,15360,Slow,1,1,1,0
481,Leafeon,470leafeonLeaf Guard4,470,leafeon,65,110,130,60,65,95,205,155,260,240,125,grass,,Leaf Guard,4,Stats Affected,Yes,4,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.5,45,35,4480,Medium Fast,0,0,1,0
482,Leavanny,542leavannySwarm5,542,leavanny,75,103,80,70,80,92,195,162,235,183,150,bug,grass,Swarm,3,Conditional Power Boosts,Yes,5,50.0,50.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2,20.5,45,50,1920,Medium Slow,0,0,1,0
483,Lechonk,915lechonkAroma Veil9,915,lechonk,54,45,40,35,45,35,80,70,139,85,80,normal,,Aroma Veil,6,Damage Modification,No,9,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,10.2,255,50,1920,Medium Fast,0,0,0,0
484,Ledian,166ledianSwarm2,166,ledian,55,35,50,55,110,85,120,140,215,85,165,bug,flying,Swarm,3,Conditional Power Boosts,Yes,2,50.2,49.8,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.4,35.6,90,50,1920,Fast,0,0,1,0
485,Ledyba,165ledybaSwarm2,165,ledyba,40,20,30,40,80,55,75,95,150,50,120,bug,flying,Swarm,3,Conditional Power Boosts,Yes,2,50.2,49.8,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,10.8,255,50,1920,Fast,0,0,0,0
486,Lickilicky,463lickilickyOwn Tempo4,463,lickilicky,110,85,95,80,95,50,135,130,300,180,175,normal,,Own Tempo,3,Damage Modification,Yes,4,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.7,140.0,30,50,2560,Medium Fast,0,0,1,0
487,Lickitung,108lickitungOwn Tempo1,108,lickitung,90,55,75,60,75,30,85,90,240,130,135,normal,,Own Tempo,3,Damage Modification,Yes,1,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,65.5,45,50,2560,Medium Fast,0,0,0,0
488,Liepard,510liepardLimber5,510,liepard,64,88,50,88,50,106,194,194,164,138,138,dark,,Limber,3,Miscellaneous,No,5,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.1,37.5,90,50,2560,Medium Fast,0,0,1,0
489,Lileep,345lileepSuction Cups3,345,lileep,66,41,77,61,87,23,64,84,230,118,148,rock,grass,Suction Cups,3,Miscellaneous,Yes,3,88.14,11.86,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,23.8,45,50,3840,Erratic,0,0,0,0
490,Lilligant,549lilligantChlorophyll5,549,lilligant,70,60,75,110,75,90,150,200,220,135,185,grass,fighting,Chlorophyll,3,Stats Affected,Yes,5,0.0,100.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,16.3,75,50,2560,Medium Fast,0,0,1,0
491,Lillipup,506lillipupVital Spirit5,506,lillipup,45,60,45,25,45,55,115,80,135,105,70,normal,,Vital Spirit,3,Damage Modification,Yes,5,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.4,4.1,255,50,1920,Medium Slow,0,0,0,0
492,Linoone,264linoonePickup3,264,linoone,78,70,61,50,61,100,170,150,200,131,111,normal,normal,Pickup,3,Miscellaneous,No,3,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,32.5,90,50,1920,Medium Fast,0,0,1,0
493,Litleo,667litleoRivalry6,667,litleo,62,50,58,73,54,72,122,145,174,108,127,fire,normal,Rivalry,4,Stats Affected,No,6,11.0,89.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,0.6,13.5,220,50,2560,Medium Slow,0,0,0,0
494,Litten,725littenBlaze7,725,litten,45,65,40,60,40,70,135,130,125,105,100,fire,,Blaze,3,Conditional Power Boosts,Yes,7,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.4,4.3,45,50,1920,Medium Slow,0,0,0,0
495,Litwick,607litwickFlash Fire5,607,litwick,50,30,55,65,55,20,50,85,160,85,120,ghost,fire,Flash Fire,3,Conditional Power Boosts,Yes,5,50.0,50.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,0.3,3.1,190,50,2560,Medium Slow,0,0,0,0
496,Lokix,920lokixSwarm9,920,lokix,71,102,78,52,55,92,194,144,204,180,107,bug,dark,Swarm,3,Conditional Power Boosts,Yes,9,50.0,50.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,2.0,0.5,1.0,0.5,1.0,2.0,1.0,17.5,30,0,2560,Medium Fast,0,0,1,0
497,Lombre,271lombreSwift Swim3,271,lombre,60,50,50,60,70,50,100,110,180,100,130,water,grass,Swift Swim,3,Stats Affected,Yes,3,50.0,50.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.2,32.5,120,50,1920,Medium Slow,0,0,0,0
498,Lopunny,428lopunnyCute Charm4,428,lopunny,65,76,84,54,96,105,181,159,245,160,150,normal,,Cute Charm,3,Stats Affected,Yes,4,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,33.3,60,140,2560,Medium Fast,1,0,1,0
499,Lotad,270lotadSwift Swim3,270,lotad,40,30,30,40,50,30,60,70,120,60,90,water,grass,Swift Swim,3,Stats Affected,Yes,3,50.0,50.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.6,255,50,1920,Medium Slow,0,0,0,0
500,Loudred,294loudredSoundproof3,294,loudred,84,71,43,71,43,48,119,119,170,114,114,normal,,Soundproof,3,Damage Modification,No,3,50.2,49.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,40.5,120,50,2560,Medium Slow,0,0,0,0
501,Lucario,448lucarioSteadfast4,448,lucario,70,110,70,115,70,90,200,205,210,180,185,fighting,steel,Steadfast,4,Stats Affected,Yes,4,88.0,12.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,1.2,54.0,45,50,3200,Medium Slow,1,0,1,0
502,Ludicolo,272ludicoloSwift Swim3,272,ludicolo,80,70,70,90,100,70,140,160,250,140,190,water,grass,Swift Swim,3,Stats Affected,Yes,3,50.0,50.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.5,55.0,45,50,1920,Medium Slow,0,0,1,0
503,Lugia,249lugiaPressure2,249,lugia,106,90,130,90,154,110,200,200,390,220,244,psychic,flying,Pressure,3,Stats Affected,No,2,0.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.2,216.0,3,0,15360,Slow,0,1,1,0
504,Lumineon,457lumineonSwift Swim4,457,lumineon,69,69,76,69,86,91,160,160,231,145,155,water,,Swift Swim,3,Stats Affected,Yes,4,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.2,24.0,75,50,2560,Erratic,0,0,1,0
505,Lunala,792lunalaShadow Shield7,792,lunala,137,113,89,137,107,97,210,234,333,202,244,psychic,ghost,Shadow Shield,7,Damage Modification,Yes,7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,120.0,3,0,15360,Slow,0,1,1,0
506,Lunatone,337lunatoneLevitate3,337,lunatone,90,55,65,95,85,70,125,165,240,120,180,rock,psychic,Levitate,3,Type Advantage and Manipulation,No,3,0.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,168.0,45,50,3200,Fast,0,0,1,0
507,Lurantis,754lurantisLeaf Guard7,754,lurantis,70,105,90,80,90,45,150,125,250,195,170,grass,,Leaf Guard,4,Stats Affected,Yes,7,50.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,18.5,75,50,2560,Medium Fast,0,0,1,0
508,Luvdisc,370luvdiscSwift Swim3,370,luvdisc,43,30,55,40,65,97,127,137,163,85,105,water,,Swift Swim,3,Stats Affected,Yes,3,25.0,75.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,8.7,225,50,2560,Fast,0,0,1,0
509,Luxio,404luxioRivalry4,404,luxio,60,85,49,60,49,60,145,120,158,134,109,electric,,Rivalry,4,Stats Affected,No,4,50.0,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.9,30.5,120,100,2560,Medium Slow,0,0,0,0
510,Luxray,405luxrayRivalry4,405,luxray,80,120,79,95,79,70,190,165,238,199,174,electric,,Rivalry,4,Stats Affected,No,4,50.0,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.4,42.0,45,50,2560,Medium Slow,0,0,1,0
511,Lycanroc,745lycanrocKeen Eye7,745,lycanroc,75,115,65,55,65,112,227,167,205,180,120,rock,,Keen Eye,3,Damage Modification,Yes,7,50.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,25.0,90,50,1920,Medium Fast,0,0,1,0
512,Mabosstiff,943mabosstiffIntimidate9,943,mabosstiff,80,120,90,60,70,85,205,145,240,210,130,dark,,Intimidate,3,Stats Affected,No,9,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.1,61.0,75,50,2560,Medium Slow,0,0,1,0
513,Machamp,68machampGuts1,68,machamp,90,130,80,65,85,55,185,120,255,210,150,fighting,,Guts,3,Conditional Power Boosts,Yes,1,75.49,24.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.6,130.0,45,50,2560,Medium Slow,0,0,1,0
514,Machoke,67machokeGuts1,67,machoke,80,100,70,50,60,45,145,95,210,170,110,fighting,,Guts,3,Conditional Power Boosts,Yes,1,75.49,24.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.5,70.5,90,50,2560,Medium Slow,0,0,0,0
515,Machop,66machopGuts1,66,machop,70,80,50,35,35,35,115,70,155,130,70,fighting,,Guts,3,Conditional Power Boosts,Yes,1,75.49,24.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.8,19.5,180,50,2560,Medium Slow,0,0,0,0
516,Magby,240magbyFlame Body2,240,magby,45,75,37,70,55,83,158,153,137,112,125,fire,,Flame Body,3,Status Affected,No,2,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,21.4,45,50,3200,Medium Fast,0,0,0,0
517,Magcargo,219magcargoMagma Armor2,219,magcargo,60,50,120,90,80,30,80,120,260,170,170,fire,rock,Magma Armor,3,Damage Modification,Yes,2,50.0,50.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.8,55.0,75,50,2560,Medium Fast,0,0,1,0
518,Magearna,801magearnaSoul-Heart7,801,magearna,80,95,115,130,115,65,160,195,310,210,245,steel,fairy,Soul-Heart,7,Stats Affected,Yes,7,0.0,0.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,1.0,80.5,3,0,15360,Slow,0,1,1,0
519,Magikarp,129magikarpSwift Swim1,129,magikarp,20,10,55,15,20,80,90,95,95,65,35,water,,Swift Swim,3,Stats Affected,Yes,1,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.9,10.0,255,50,640,Slow,0,0,0,0
520,Magmar,126magmarFlame Body1,126,magmar,65,95,57,100,85,93,188,193,207,152,185,fire,,Flame Body,3,Status Affected,No,1,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.3,44.5,45,50,3200,Medium Fast,0,0,0,0
521,Magmortar,467magmortarFlame Body4,467,magmortar,75,95,67,125,95,83,178,208,237,162,220,fire,,Flame Body,3,Status Affected,No,4,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.6,68.0,30,50,3200,Medium Fast,0,0,1,0
522,Magnemite,81magnemiteMagnet Pull1,81,magnemite,25,35,70,95,55,45,80,140,150,105,150,electric,steel,Magnet Pull,3,Damage Modification,Yes,1,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.3,6.0,190,50,2560,Medium Fast,0,0,0,0
523,Magneton,82magnetonMagnet Pull1,82,magneton,50,60,95,120,70,70,130,190,215,155,190,electric,steel,Magnet Pull,3,Damage Modification,Yes,1,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1.0,60.0,60,50,2560,Medium Fast,0,0,0,0
524,Magnezone,462magnezoneMagnet Pull4,462,magnezone,70,70,115,130,90,60,130,190,275,185,220,electric,steel,Magnet Pull,3,Damage Modification,Yes,4,0.0,0.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1.2,180.0,30,50,2560,Medium Fast,0,0,1,0
525,Makuhita,296makuhitaThick Fat3,296,makuhita,72,60,30,20,30,25,85,45,132,90,50,fighting,,Thick Fat,3,Type Advantage and Manipulation,No,3,75.0,25.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,86.4,180,50,2560,Fluctuating,0,0,0,0
526,Malamar,687malamarContrary6,687,malamar,86,92,88,68,75,73,165,141,249,180,143,dark,psychic,Contrary,5,Stats Affected,No,6,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,47.0,80,50,2560,Medium Fast,0,0,1,0
527,Mamoswine,473mamoswineOblivious4,473,mamoswine,110,130,80,70,60,80,210,150,250,210,130,ice,ground,Oblivious,3,Damage Modification,Yes,4,50.0,50.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.5,291.0,50,50,2560,Slow,0,0,1,0
528,Manaphy,490manaphyHydration4,490,manaphy,100,100,100,100,100,100,200,200,300,200,200,water,,Hydration,4,Healing,Yes,4,0.0,0.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,1.4,3,50,1280,Slow,0,1,1,0
529,Mandibuzz,630mandibuzzBig Pecks5,630,mandibuzz,110,65,105,55,95,80,145,135,310,170,150,dark,flying,Big Pecks,5,Damage Modification,Yes,5,0.0,100.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,1.2,39.5,60,35,2560,Slow,0,0,1,0
530,Manectric,310manectricStatic3,310,manectric,70,75,60,105,60,105,180,210,190,135,165,electric,,Static,3,Stats Affected,No,3,50.2,49.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.5,40.2,45,50,2560,Slow,1,0,1,0
531,Mankey,56mankeyVital Spirit1,56,mankey,40,80,35,35,45,70,150,105,120,115,80,fighting,,Vital Spirit,3,Damage Modification,Yes,1,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.5,28.0,190,50,2560,Medium Fast,0,0,0,0
532,Mantine,226mantineSwift Swim2,226,mantine,85,40,70,80,140,70,110,150,295,110,220,water,flying,Swift Swim,3,Stats Affected,Yes,2,50.2,49.8,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,2.1,220.0,25,50,3200,Slow,0,0,1,0
533,Mantyke,458mantykeSwift Swim4,458,mantyke,45,20,50,60,120,50,70,110,215,70,180,water,flying,Swift Swim,3,Stats Affected,Yes,4,50.2,49.8,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,65.0,25,50,3200,Slow,0,0,0,0
534,Maractus,556maractusWater Absorb5,556,maractus,75,86,67,106,67,60,146,166,209,153,173,grass,,Water Absorb,3,Healing,Yes,5,50.2,49.8,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,255,50,2560,Medium Fast,0,0,1,0
535,Mareanie,747mareanieMerciless7,747,mareanie,50,53,62,43,52,45,98,88,164,115,95,poison,water,Merciless,7,Critical Hit Interaction,Yes,7,50.0,50.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.4,8.0,190,50,2560,Medium Fast,0,0,0,0
536,Mareep,179mareepStatic2,179,mareep,55,40,40,65,45,35,75,100,140,80,110,electric,,Static,3,Stats Affected,No,2,50.0,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,7.8,235,50,2560,Medium Slow,0,0,0,0
